ID,claim
411,Hoàng Anh cầm súng bắn một phát trúng tim của Nguyên.
411,Nhà chức trách nhận định vũ khí dùng bắn anh Nguyên nhiều khả năng là súng săn.
411,Cảnh sát tìm kiếm vật chứng.
411,"Trong năm 2018, Nguyên từng tham gia ba vụ gây rối trật tự công cộng."
412,"Đôi vợ chồng yêu cầu con nhặt chai nhựa và thủy tinh dọc đường, tìm trong thùng rác rồi mang đi bán."
412,Con trai Chotsirimeteekul được bố mẹ dẫn đi nhặt rác khi không chịu đi học.
412,"Ảnh: FB Nuttanitcha Chotsirimeteekul Trong một bài đăng trên Facebook ngày 181, Chotsirimeteekul mô tả chi tiết việc họ đi bộ hơn 2km, nhặt 2kg chai lon, tương đương khoảng 2 baht 1.400 đồng."
412,"Sau khi hoàn thành công việc, cậu bé hỏi mẹ Chúng ta bắt xe buýt được không ạ?."
412,Bắt xe buýt mất 10 baht đấy.
412,Cô giải thích gia đình cần lượm thêm chai để kiếm tiền.
414,Cha đẻ robot Sophia: Người máy sẽ có quyền kết hôn với con người Nữ robot từ chối hôn nam diễn viên trong lần đầu hẹn hò Tiến sĩ David Hanson và robot Sophia do ông chế tạo.
414,"Trong bài báo, ông nhận định sự phát triển của robot sẽ báo hiệu kỷ nguyên mới cho xã hội loài người, nơi người máy có quyền kết hôn, bỏ phiếu bầu cử và sở hữu đất đai."
414,Tiến sĩ Hanson lập khung thời gian dự kiến cho từng sự kiện.
414,Cha đẻ robot Sophia: con người sẽ kết hôn với người máy năm 2045 Sophia từ chối hôn nam diễn viên Will Smith.
414,"Những cỗ máy tiên tiến này sẽ bắt đầu Trào lưu nhân quyền cho robot trên toàn cầu theo cách gọi của tiến sĩ Hanson, dự kiến xảy ra năm 2038 và hướng đến chất vấn cách đối xử với người máy AI trong xã hội loài người."
414,"Tuy nhiên, mãi tới năm 2045, trào lưu nhân quyền cho robot trên toàn cầu mới buộc thế giới phương Tây công nhận người máy như thực thể sống, trong đó Mỹ là nước đầu tiên cấp quyền công dân đầy đủ cho chúng."
414,"Tháng 102017, Sophia trở thành người máy đầu tiên trong lịch sử được Arab Saudi cấp quyền công dân."
415,Nguyễn Đăng Khoa tại cơ quan điều tra.
415,Chị gái của Ánh từng có một đời chồng và sinh được bé gái.
415,"Sau cuộc hôn nhân tan vỡ, chị gặp Khoa người làm nghề thú y hay đến nhà chị tiêm cho lợn."
415,"Sau khi cưới, Khoa về ở chung với gia đình vợ được hơn năm nay."
415,"Thời điểm xảy ra án mạng, cha của Ánh đang nuôi bà nội ở bệnh viện."
416,"Tuấn Anh vào xe nhưng chưa di chuyển, còn anh Tám về vị trí làm việc."
416,"Lúc quay ra, thấy chiếc taxi vẫn đỗ, anh Tám cầm điếu cày tiến tới."
416,"Khi cách chiếc xe 45 m, anh Tám bị tài xế nhấn ga, tông thẳng vào người."
416,"Sơ cứu vết thương do xô xát với anh Tám, hôm sau Tuấn Anh tới trụ sở công an đầu thú."
417,"Số người thiệt mạng hiện nay là 1.374 , Willem Rampangilei, người đứng đầu Cơ quan Giảm nhẹ Thiên tai Quốc gia Indonesia hôm nay nói với AFP về thương vong trong thảm họa động đất, sóng thần ở Indonesia."
418,Ôtô Mercedes lật nhiều vòng trên đường Sài Gòn Hiện trường tai nạn.
418,"Rạng sáng 269, anh Châu 30 tuổi lái ôtô Mercedes trên đường Điện Biên Phủ, hướng về cầu Sài Gòn."
418,"Đến đoạn thuộc phường 17, quận Bình Thạnh, xe bất ngờ tông dải phân cách rồi lật nhiều vòng."
418,"Tai nạn được cho là có liên quan đến xe container nhưng phương tiện này không hư hỏng, bỏ đi ngay sau đó."
418,"Trong phạm vi 20 m2, nhiều vật dụng, xăng dầu vương vãi."
419,Nữ tiếp viên trong các nhà hàng hoạt động kinh doanh trà hình.
420,"Tôi được sắp xếp nghỉ lại ở khách sạn gần sân bay và đổi vé sang ngày 261, anh Phó Mạnh Tuấn, một cựu du học sinh Việt Nam ở Trung Quốc chia sẻ với VnExpress."
420,Anh Tuấn từng học tập và sinh sống ở Trung Quốc 12 năm.
420,"Tôi chỉ biết hy vọng, anh Tuấn nói."
420,"Trên diễn đàn Hội Lưu học sinh Việt Nam ở Trung Quốc, nhiều lưu học sinh ở các tỉnh thành khác tại Trung Quốc cho biết cũng nhận được thông báo hủy chuyến nội địa tương tự như chuyến Nam Ninh Thượng Hải hay Trường Sa tỉnh Hồ Nam Nam Kinh."
420,"Chị Hải Yến, cựu du học sinh Việt đang sinh sống tại Thường Châu, cho biết hôm nay tuyết ở thành phố này đã ngừng rơi, người dân đang ra đường dọn tuyết."
420,"Tuy nhiên, đường rất trơn và các tuyến đường cao tốc vẫn đóng cửa, các chuyến tàu cao tốc từ những thành phố khác đến Thường Châu cũng bị hoãn hoặc hủy chuyến."
420,Người dân dọn tuyết trên đường phố Thường Châu sáng nay.
420,Tôi có nhiều kinh nghiệm rồi.
420,"Anh vẫn chờ ở sân bay, với hy vọng đổi được chuyến tới thành phố khác như Thượng Hải, rồi từ đó di chuyển đến Thường Châu để không lỡ cơ hội cổ vũ cho đội tuyển U23 Việt Nam."
421,Động thái này thực hiện theo định hướng quy hoạch đã được duyệt.
421,Định hướng không gian phố đi bộ Lê Lợi.
421,"Thiết kế cảnh quan, kiến trúc trong 2 giai đoạn."
421,"Tại công viên Nhà hát Thành phố và giao lộ Nguyễn Huệ Lê Lợi, Sở đề xuất bố trí đài phun nước phun hoặc tràn, vườn hoa, các chi tiết nghệ thuật, kiến trúc kết hợp các yếu tố về ánh sáng, âm thanh, màu sắc... Ý tưởng quy hoạch các tuyến phố đi bộ liên hoàn màu xanh lá ở trung tâm TP HCM của Sở Quy hoạch Kiến trúc."
422,"Chia sẻ lên mạng xã hội tấm ảnh chụp con gái bị nổi mẩn đỏ khắp người, chị Đặng Thúy Hằng người dân Đà Nẵng cho biết vừa tắm biển được khoảng 5 phút, con gái 10 tuổi đã phải chạy lên bờ vì cảm giác bị châm chích vào da."
422,Nốt mẩn đỏ trên người con chị Hằng sau khi tắm biển về.
422,"Ngày 37, đơn vị cho biết đã gửi văn bản đến Chi cục Bảo vệ môi trường Sở Tài nguyên và Môi trường TP Đà Nẵng đề nghị kiểm tra nguồn nước biển và có phương án xử lý kịp thời."
422,"Ông Mai Mã Giám đốc Công ty Thoát nước và Xử lý nước thải Đà Nẵng cho biết, ngày 266 địa bàn xảy ra mưa lớn khiến một lượng nước thải từ 8 cửa xả chảy ra dọc tuyến biển từ Phạm Văn Đồng đến T20."
423,"Đại diện bang Texas Henry Cuellar đã xác nhận con số thương vong tại nhà thờ Baptist Đệ nhất ở Sutherland Springs, nơi xảy ra vụ xả súng, là 26 người."
423,"Trong số những người thiệt mạng có cả trẻ em và một phụ nữ mang thai, theo New York Times."
423,"Hai nguồn tin thực thi pháp luật cho biết kẻ xả súng tên Devin P. Kelley, 26 tuổi."
423,"Theo đại diện bang Texas, kẻ xả súng đến từ hạt Comal lân cận."
423,"Xả súng tại nhà thờ Mỹ, ít nhất 25 người thiệt mạng Hiện trường nhìn từ trên cao."
423,"Mục sư nhà thờ Frank Pomeroy và vợ, bà Sherri Pomeroy, không có mặt lúc vụ xả súng diễn ra."
423,Con gái họ cũng nằm trong số các nạn nhân.
423,Một nhóm người cầu nguyện bên ngoài nhà thờ sau vụ xả súng.
423,Tôi chưa bao giờ nghĩ chuyện này sẽ xảy ra ở đây.
423,Sutherland Springs là một cộng đồng quá bé nhỏ.
423,"Kẻ xả súng đã chết nhưng chưa rõ y tự sát hay bị lực lượng chức năng bắn hạ, ủy viên hạt Wilson Albert Gamez Jr."
423,"Theo cảnh sát trưởng hạt Wilson Joe Tackett, chưa rõ động cơ gây án của thủ phạm là gì, song không có bất kỳ dấu hiệu nào cho thấy vụ việc có liên hệ với khủng bố."
423,Nhà thờ Baptist Đệ nhất nhìn từ trên cao.
423,FBI và lực lượng chấp pháp đang ở hiện trường.
424,"Tuy nhiên trong hai trận bán kết đi và về, họ đã không thể vượt qua được một đội tuyển Việt Nam có kỷ luật thi đấu và được tổ chức tốt."
424,"Về công việc của mình tại Philippines sau thất bại ở AFF Cup, ông Eriksson cho biết: Không có gì thay đổi với tôi."
425,"Tôi vẫn chưa thấy thỏa mãn, bởi trận chung kết chưa là đích đến cuối cùng của tôi và các đồng đội."
425,"Ở trận thắng Malaysia 20 ở vòng bảng tại Hà Nội, Xuân Trường đã được HLV Park Hang Seo trao cho cơ hội đá chính."
425,"Trước buổi tập ngày 1012, chúng tôi sẽ xem lại băng hình Malaysia thi đấu thêm một lần nữa."
425,Sẽ khó khăn cho đội tuyển VN khi phải chơi trên sân khách với hơn 80.000 khán giả.
426,SVĐ Bukit Jalil có sức chứa hơn 80.000 chỗ ngồi.
426,"Quá nhiều người bị ngất xỉu và hai xe cứu thương đã được điều động để cấp cứu Ảnh: Nguyễn Khánh Những CĐV xúm lại chăm sóc một nạn nhân bị ngất xỉu Ảnh: N.K Các CĐV Malaysia đập cửa và cố gắng chen lấn nhau để mua vé Ảnh: Nguyễn Khánh Những chú bé đã được người thân cõng trên vai để khỏi bị chìm trong biển người Ảnh: Nguyên Khôi Trong cảnh hỗn loạn đó, một số CĐV Malaysia vẫn còn giữ được bình tĩnh khi yêu cầu những người khác đừng nên quá khích Ảnh: Nguyên Khôi Nhiều CĐV Malaysia đã che chở cho người thân tránh khỏi bị thương trong quang cảnh hỗn loạn này Ảnh: Nguyễn Khánh Một nữ CĐV gương mặt phờ phạc và sắp ngất xỉu Ảnh: Nguyễn Khánh Nam thanh niên được đưa lên cáng cứu thương sau khi ngất xỉu Ảnh: Nguyễn Khánh Hàng chục ngàn người xếp hàng chờ đợi đến lượt mua vé Ảnh: NGUYỄN KHÁNH Sẽ có khoảng 40.000 vé được bán trực tiếp sân vận động, số còn lại sẽ được Liên đoàn Bóng đá Malaysia bán qua kênh online Ảnh: NGUYỄN KHÁNH Dù thông báo của ban tổ chức là 9h sẽ mở bán vé, tuy nhiên lịch bán vé đã bị lùi lại thành 10h Ảnh: NGUYỄN KHÁNH Vẻ mệt mỏi của các cổ động viên khi phải xếp hàng từ đêm qua đến sáng nay Ảnh: NGUYỄN KHÁNH Một người cha cõng con chờ đến lượt mua vé Ảnh: NGUYÊN KHÔI Nhiều cổ động viên đã dựng lều ngủ tại SVĐ Bukit Jalil để xếp chỗ mua vé Ảnh: NGUYÊN KHÔI Cổ động viên xếp hàng dài hàng trăm mét xung quanh SVĐ Bukit Jalil Ảnh: NGUYÊN KHÔI Mội người phụ nữ bế con xếp hàng chờ đợi đến lượt mua vé Ảnh: NGUYỄN KHÁNH Những cổ động viên xếp hàng ở lượt đầu tỏ ra vui vẻ khi sắp được sở hữu tấm vé trận chung kết bóng đá nam giữa đội chủ nhà và Việt Nam Ảnh: NGUYỄN KHÁNH Một người phụ nữ cố chen lên hàng đầu mua vé nhưng sau đó phải di chuyển xuống phía dưới Ảnh: NGUYỄN KHÁNH"
427,"Do đại hội kéo dài ngoài dự kiến, BTC không chuẩn bị đồ ăn tối cho các đại biểu tham dự đại hội."
427,"Trước đó, từ lúc 21h, khi đại hội còn chưa kết thúc, các quan chức AFF, AFC, FIFA có mặt để giám sát đại hội đã ra về."
428,"Ván 1, Zverev liên tục bị Djokovic dẫn trước trong 8 bàn đầu."
428,"Alexander Zverev ăn mừng chiến thắng trước Djokovic Ảnh: REUTERS Sang ván 2, khó khăn tiếp tục đến với tay vợt số 1 thế giới khi anh bị mất break trong cả hai bàn đầu, tạo cơ hội cho Zverev vươn lên dẫn 31."
429,"Nhưng dù rất ít thi đấu, Bouchard vẫn được biết đến với danh hiệu Hoa hậu quần vợt."
430,Quần vợt VN coi chừng lạc đường như Thái Lan Danai Udomchoke giữ cương vị HLV dẫn dắt đội Thái Lan thi đấu ở Giải quần vợt trẻ quốc tế U18 ITF Junior Circuit Cúp Hưng Thịnh 2015 tại CLB quần vợt Phú Thọ TP.HCM.
430,"Tại Roland Garros cũng như Wimbledon 2015, Udomchoke được mời làm bình luận viên xuyên suốt giải đấu."
430,"Nhận định về Lý Hoàng Nam, ông Danai Udomchoke nói: Tôi chưa có cơ hội xem Lý Hoàng Nam thi đấu trên sân."
430,Giải chuyên nghiệp là câu chuyện hoàn toàn khác với giải trẻ.
430,"Hiếm có tay vợt Đông Nam Á nào đạt được thể hình chuẩn mực của quần vợt thế giới, nhiều tay vợt có chiều cao nhưng thiếu sự săn chắc."
430,Bản thân việc đánh đơn cũng khác nhiều với đánh đôi.
430,Thời điểm tôi đánh giải trẻ Grand Slam là năm 17 tuổi và phải mất sáu năm sau tôi mới lần đầu vượt qua vòng loại Grand Slam ở Giải Mỹ mở rộng 2004.
430,Nhưng cái khó nhất nằm ở tâm lý.
430,"Khi đánh giải trẻ, bạn chẳng sợ gì cả vì không mấy người quan tâm."
430,Tôi căng thẳng tột độ vì biết người hâm mộ cả Thái Lan đang dõi theo mình.
430,Tôi không có được sự hậu thuẫn tài chính mạnh mẽ từ gia đình nhưng vẫn có cách để phát triển.
430,"Từ 10 tuổi, tôi đã được một tập đoàn lớn tại Thái Lan tài trợ thuê êkip HLV nước ngoài danh tiếng, tài trợ kinh phí thi đấu nhiều giải quốc tế... Trang thiết bị thì ký hợp đồng với các hãng dụng cụ thể thao."
430,"Để chen chân top 100 thế giới, tôi nghĩ VĐV phải có chiều cao trên 1,80m Lý Hoàng Nam hiện cao 1,76m."
430,"Có một công thức lý tưởng về công tác HLV mà các nước Đông Nam Á không dễ dàng có được: một tay vợt đẳng cấp thế giới cần phải có ít nhất ba HLV, gồm một HLV chính về chuyên môn, một chuyên gia thể lực và một người trong vai trò rèn luyện kỹ năng tức người phụ trách việc cải thiện tốc độ, thể lực... cho tay vợt."
430,"Thành thật mà nói, quần vợt trẻ của Thái Lan không có ai bì kịp Hoàng Nam thời điểm này nên tôi không thể đưa ra lời khuyên gì."
430,Nhưng Liên đoàn Quần vợt Thái Lan đã có định hướng sai lầm là đầu tư toàn bộ cho chúng tôi.
430,"Khi Paradorn Srichaphan tuyên bố giải nghệ, Liên đoàn Quần vợt Thái Lan mới giật mình bởi không có lực lượng kế thừa."
431,"Bước ngoặt của ván 1 diễn ra ở bàn thứ 9 khi Nishikori liên tục mắc lỗi đánh bóng hỏng khi cầm giao bóng, tạo cơ hội cho Federer bẻ break, vươn lên dẫn 54 rồi thắng luôn ván này với tỉ số 64 sau 40 phút."
431,"Sang ván 2, khó khăn tiếp tục đến với Nishikori khi anh mất break ngay ở bàn đầu tiên, tạo cơ hội cho Federer vươn lên dẫn 20."
431,"Ở trận đấu diễn ra trước đó, Djokovic đã lội ngược dòng đánh bại tay vợt người Croatia, Marin Cilic 21 46, 62, 63 sau khi để thua ở ván đầu."
432,"Ảnh: GETTY IMAGES Trận này, Nadal nhập cuộc không tốt khi để mất break ngay ở bàn đầu tiên, tạo cơ hội cho Goffin vươn lên dẫn 20."
432,"Tuy nhiên, với bản lĩnh của tay vợt từng 10 lần lên ngôi vô địch ở giải đấu này, Nadal đã rút ngắn khoảng cách, rồi quân bình tỉ số 22 ở bàn thứ 4 khi bẻ được giao bóng của Goffin."
432,"Sau đó, Nadal liên tục vươn lên dẫn trước Goffin và đến bàn thứ 10, tay vợt người Tây Ban Nha một lần nữa bẻ thành công giao bóng của Goffin để kết thúc ván 1 với tỉ số 64 sau 49 phút."
432,Thất bại ở ván 1 đã ảnh hưởng lớn đến tâm lý thi đấu của tay vợt người Bỉ.
432,"Sang ván 2, Goffin thi đấu sa sút và mắc rất nhiều lỗi đánh bóng hỏng, tạo cơ hội cho Nadal thắng một mạch 6 bàn 60 để kết thúc trận đấu sau 1 giờ 15 phút."
433,"Ngay lập tức, các trinh sát đã tiến hành kiểm tra túi xách của đối tượng, phát hiện bọc giấy có 1 túi nilon đựng 5 viên nén hình tròn màu xanh chất MDMA thuốc lắc có khối lượng 1,7934g."
433,Hai đối tượng tại cơ quan điều tra.
433,"Với sự trợ giúp của Đậu Thị Trang, Nguyễn Thị Khánh Ly đã nhiều lần cung cấp ma túy, thuốc lắc cho các đối tượng trên địa bàn."
433,Hiện cơ quan chức năng đang hoàn tất hồ sơ xử lý 2 đối tượng trước pháp luật.
433,"Tại cơ quan điều tra, Thành khai nhận được một người chưa rõ lai lịch tại TP.HCM nhờ vận chuyển số ma tuý trên về TP.Vĩnh Long thì bị lực lượng Công an bắt giữ."
433,Vụ việc đang được tiếp tục ở rộng điều tra làm rõ.
434,"Thời điểm này, ông Hoàng Dũng Sỹ SN 1959, trú huyện Bố Trạch đến đổ xăng thì xe máy bị đổ và vấp phải xe máy của anh Nguyễn Đức Th. SN 1987, trú thị trấn Hoàn Lão làm cả 2 xe bị đổ xuống đất."
434,"Thấy vậy, một vị khách đổ xăng khác đã đứng ra can ngăn, tuy nhiên người này bị anh Th. lao vào đánh."
434,"Sự việc đang được cơ quan công an điều tra, làm rõ."
435,"Đối tượng Hiển tại cơ quan công an Trước đó, Dũng chở Hiển bằng xe máy lưu thông trên đường Hùng Vương phường 10, TP Đà Lạt."
435,Dũng rủ Hiển trộm cắp tài sản trên xe.
435,"Tại đây, 2 người chia nhau mỗi người 15 triệu đồng."
435,"Đối tượng Dũng đang thực hiện lại hiện trường vụ trộm cắp tài sản Còn lại 3 triệu đồng, cả hai rủ nhau đi huyện Lâm Hà Lâm Đồng mua heroin rồi ra một bãi đất trống sử dụng một ít, số heroin còn lại cả 2 chia đôi cất trong người."
435,"Nhận được tin báo, Công an TP Đà Lạt tổ chức truy tìm và bắt giữ được 2 đối tượng."
435,"Tại cơ quan điều tra, cả hai đã thừa nhận hành vi của mình."
436,"Đổi lại người phụ nữ này sẽ trả cho bố mẹ cháu M. 80 triệu đồng, chưa kể tiền lương hàng tháng cho cháu."
436,"Vì cháu M. không còn đi học nữa, gia cảnh cũng khó khăn nên chị Đ. đồng ý cho con theo Liên sang Trung Quốc."
436,"Biết chị Vi Thị T. SN 1978, trú tại xã Đôn Phục, huyện Con Cuông đã từng sang Trung Quốc và thông thạo địa hình nên chị Đ. nhờ chị T. sang Trung Quốc đón cháu M. về."
437,"23 tuổi, trú tại huyện Yên Lạc có vay 30 triệu đồng từ Phạm Văn Thành."
437,"Do B. không có tiền trả nợ, Thành đã giới thiệu anh này đến gặp Phùng Duy Tài vay tiếp 30 triệu đồng để trả lãi cho mình."
438,"Sáng ngày 2952017, trong buổi giao ban, Sơn báo cáo với bị can là đã sửa xong hệ thống lọc nước RO số 2, nhưng bị can không phối hợp cùng Trưởng khoa Hồi sức tích cực kiểm tra an toàn sử dụng đối với hệ thống RO số 2 để đảm bảo an toàn cho bệnh nhân."
439,"Hùng kể gia đình tại xã Lai Uyên, huyện Bàu Bàng."
439,Sau nhiều lần trò chuyện thì nảy sinh tình cảm.
439,Tôi thuê phòng trọ ở phường Mỹ Phước để đi làm.
439,"Thực hiện ý định của mình, Hùng lấy một con dao giấu trong phòng."
439,"Chiều 512, bà Cau đến phòng trọ của Hùng."
439,Công an khám nghiệm hiện trường.
439,"Với thông tin nhận được, Công an huyện Bàu Bàng đã liên lạc với Công an thị xã Bến Cát để đến hiện trường kiểm tra lời khai của Hùng."
439,"Ở cái tuổi 50, đã trải qua hơn nửa cuộc đời, đáng lý ra Hùng phải bình tâm suy nghĩ giữa việc đúng, việc sai."
439,Theo Lê Ánh Pháp luật TP Hồ Chí Minh
440,"Khi mở cửa, gia đình chị Phạm trông thấy 2 đối tượng bịt mặt đang ra sức ném chất bẩn vào nhà mình."
440,"Tuy nhiên, 2 kẻ lạ mặt vẫn tiếp tục ném chất bẩn vào anh Trịnh, và trong lúc tránh né, anh Trịnh bị ngã gãy chân."
441,"Đối tượng cuối cùng trong vụ trốn khỏi trại tạm giam Kiên Giang đã bị bắt Khoảng 4h sáng nay 812, biết mình không trốn khỏi sự vây bắt của lực lượng Công an nên Quân đã đến Công an phường An Khánh, Quận Ninh Kiều, TP Cần Thơ đầu thú sau 3 ngày trốn khỏi nơi giam giữ cùng 2 bị can khác."
441,Ngay sau đó Hân và Minh đã bị bắt giữ khi đang trốn chạy đến tỉnh An Giang.
443,"Tuyển Việt Nam dự giải năm nay với đội hình gồm Lê Quang Liêm, Trần Tuấn Minh, Nguyễn Ngọc Trường Sơn, Đào Thiên Hải, Nguyễn Anh Khôi đồng đội nam; Phạm Lê Thảo Nguyên, Võ Thị Kim Phụng, Nguyễn Thị Mai Hưng, Hoàng Thị Bảo Trâm và Bạch Ngọc Thùy Dương đồng đội nữ."
444,"Ở nội dung đồng đội nữ, đội tuyển cờ vua nữ Việt Nam đứng hạng 15 chung cuộc, với 6 trận thắng, 3 trận hoà và 2 trận thua."
445,"Chuyện về chàng sinh viên Luật Kiện tướng Lê Tuấn Minh Hôm nay, chúng tôi liên lạc vào số máy của Lê Tuấn Minh thì mẹ cậu bắt máy."
445,"Hỏi xin được nói chuyện với Lê Tuấn Minh thì bà Nguyễn Thị Ngoan mẹ Tuấn Minh dịu dàng nói: Cho tôi đại diện trả lời Tuấn Minh nhé, hôm nay em phải đến trường học và để tập trung tốt nhất cho việc học nên em không mang theo điện thoại."
445,"Năm nay đi học trở lại, nhà trường cũng có những qui định như không được nghỉ quá 2 buổi một học phần."
445,"Đặt mục tiêu sớm ra trường để tập trung cho nghiệp cờ nên Tuấn Minh đăng ký học nhiều, vì thế ít ai biết trong những ngày thi đấu giải, ngoài thời gian thi đấu, Tuấn Minh phi ngay đến trường để học."
445,"Không những thế, Tuấn Minh cũng muốn trở thành luật sư chuyên về thể thao và làng cờ Việt Nam sẽ chào đón một luật sư kiêm kỳ thủ Lê Tuấn Minh nổi danh ở đấu trường quốc tế."
446,"Tiền đạo Malaysia: Tôi đã có cách vượt qua hàng thủ đội tuyển Việt Nam Ở trận đấu vòng bảng AFF Cup 2018, Norshahrul Idlan Talaha đã không thể hiện được gì vì bị kéo xuống sâu."
446,"Từ đầu giải, tiền đạo 32 tuổi đã ghi 5 bàn thắng cho ĐTQG."
446,Tôi có theo dõi lại trận đấu với họ ở vòng bảng.
446,Phải thừa nhận tôi đã mắc phải một số sai lầm trên sân.
446,"Tuy nhiên, cũng theo các băng hình, tôi nghĩ mình đã có một số cách để phá vỡ hàng phòng ngự đối thủ này."
448,Anh cũng từng hóa trị và xạ trị nha các bạn.
448,"Một tài liệu nói về bịnh Ung thư của Bệnh viện Johns Hopkins, trường đại học Baltimore, Maryland ở Hoa Kỳ."
448,Tốt hơn nên thay thế đường bằng mật ong Manuka hay mật đường nhưng với số lượng nhỏ.
448,Muối có chứa một hóa chất phụ gia để xuất hiện màu trắng.
448,Một lựa chọn tốt hơn cho muối trắng là muối biển hoặc các loại muối thực vật.
448,"B SỮA làm cho cơ thể sản xuất chất nhầy, đặc biệt là trong đường ruột."
448,Tế bào ung thư ăn chất nhầy.
448,C Các tế bào ung thư thường trưởng thành trong môi trường axit.
448,Đặt cơ thể chúng ta trong môi trường kiềm.
448,"Để có được các enzyme sống, giúp xây dựng các tế bào khỏe mạnh, chúng ta phải cố gắng uống nước ép rau tất cả, bao gồm cỏ linh thảo và ăn nhiều rau quả tươi 2 hoặc 3 lần mỗi ngày."
448,"f Các tế bào ung thư không thể sống trong một môi trường dưỡng khí đầy đủ Luyện tập thể dục hàng ngày, hít thở sâu giúp lấy thêm nhiều oxy vào các tế bào."
448,Liệu pháp oxy là một yếu tố giúp tiêu diệt các tế bào ung thư.
448,Nhằm phục vụ một cách hoàn hảo cho nhân loại.
449,"Trước đó, tuy Facebook có một bộ phận quản lý Facebook người Việt dành riêng cho thị trường Việt Nam nhưng lại đóng tại trụ sở ở Singapore."
450,"Câu nói con gái là người tình kiếp trước của cha để chỉ mối quan hệ thân thiết, gắn bó giữa cha và con."
450,Cha vừa là vệ sĩ vừa là người bạn trung thành.
451,Nhưng Nhật Bản vào vòng sau nhờ chỉ số fairplay vì nhận ít thẻ phạt hơn.
451,"Với tinh thần của những võ sĩ đạo Samurai, nhưng đội tuyển Nhật Bản đã có những hành động thiếu tinh thần thượng võ trong thi đấu tại World Cup, để lại nhiều chỉ trích và bất bình cho toàn dân, làm mất hình ảnh kiên cường của người dân Nhật Bản trên đấu trường quốc tế."
451,Đó là lý do đội tuyển áo xanh được mệnh danh Samurai xanh.
451,"Các cầu thủ Nhật vui vẻ sau trận thua Ba Lan 01, có vé vào vòng 16 đội."
451,"Tại World Cup 2018, FIFA sẽ tính điểm fair play, theo quy định 1 thẻ vàng 1 điểm; 2 thẻ vàng thành thẻ đỏ 3 điểm; thẻ đỏ trực tiếp 4 điểm."
451,Nhật có 4 thẻ vàng còn Senegal có đến 6.
451,Họ liên tục chuyền bóng qua lại ở phần sân nhà.
451,"Trong khi đó, đội cùng đi tiếp với Nhật là Colombia sẽ gặp ĐT Anh."
452,Người khác lại cho biết họ thấy hình ảnh chuyển động rất nhanh và đau đầu khi nhìn chúng quá lâu.
452,"Bức ảnh chính xác là một hình ảnh tĩnh 100, bà Alice nói."
452,"Hiệu ứng này được tạo ra trong vỏ não thị giác, có trách nhiệm xử lý mọi thứ con người thấy."
452,"Trong vùng vỏ não thị giác có các V1, V2, V3, V4 và V5."
452,Hiệu ứng này được kích hoạt bởi độ bão hòa của các tế bào thần kinh V4 khiến tốc độ các nơron V5 di chuyển được hiểu là tín hiệu cảm giác.
452,"Về cơ bản, nó là một ví dụ về sự cạnh tranh trong vỏ não thị giác."
453,Ảnh minh họa Từ câu chuyện sau tấm ri đô Gia đình bà H thuộc diện nghèo khó ở TP. Hải Phòng.
453,"Vợ chồng bà H có tới 8 người con 6 gái, 2 trai."
453,"Người con trai cả không may bị bệnh mất sớm nên chỉ còn lại Bùi Ngọc Thắng 34 tuổi nhưng Thắng lại chẳng lo làm ăn, chỉ chăm cờ bạc rượu chè."
453,"Sau đó, Thắng lại lên xin đón con về ở cùng."
453,"Ngày 14102011, như những lần trước đó, Sức lại mò đến nhà Thắng."
453,"Tuy nhiên, hôm đó Thắng và bà H đều đi vắng và chỉ có bé N đang học bài trên gác xép."
453,"Trước đây, cháu N ở với mẹ tại Phú Thọ."
453,"Thế nhưng, hai năm nay Thắng lên đưa cháu N về Hải Phòng ở với mình."
453,"Thắng vốn là kẻ không nghề nghiệp, thỉnh thoảng mới đi phụ hồ còn lại là sống nhờ vào các chị gái."
453,Cháu N vẫn ngủ cùng bố trên gác xép còn bà H ngủ dưới nhà.
453,Những chuyện xảy ra với cháu thật tình tôi không biết.
453,Tại tôi già lẩm cẩm rồi và cũng không nghĩ có chuyện đó.
453,"Cũng đã mấy lần tôi bảo với cháu là cháu lớn rồi, xuống ngủ với bà nhưng cháu ít khi ngủ với tôi lắm."
453,Cứ nghĩ con bé phải xa mẹ cũng thương cháu nên thấy cháu gần gũi với bố tôi cũng không nghĩ gì.
453,Ai nghĩ bố nó lại làm cả chuyện đó với con bé .
453,Hành vi phạm tội của Hào từng gây chấn động dư luận một thời ở tỉnh...
454,Mưa đỡ tí tụi con đi liền.
454,Các anh chưa quen đường nên có cô Tổ trưởng đi theo chỉ đường.
454,"Chia sẻ với VnExpress, ông Nguyễn Công Chánh, Phó chủ tịch UBND quận Tân Phú cho biết, từ ngày 238 khi thực hiện việc đi chợ giúp dân, luôn cố gắng phối hợp với các hệ thống siêu thị để lên đơn và giao hàng."
454,Bộ đội đi chợ giúp dân ở TP HCM.
454,"Họ cũng đã thông cảm nhưng rất mong người dân không nên đặt thử sẽ khiến lực lượng hỗ trợ thêm khó khăn, đặc biệt, lực lượng này đang rất mỏng, ông Chánh chia sẻ."
454,"Ông cho biết, hiện nay, mỗi ngày, lực lượng địa phương phải làm nhiều công tác phòng, chống dịch, nên khi người dân đặt thì sẽ xác nhận và kiếm nguồn hàng giao, chứ không thể đến từng nhà xác minh trước."
